A00; Cólera
8E02.1;Síndrome De Gerstmannstrausslerscheinker
8E02.2;Insônia Familiar Fatal
8E02.3;Outras Doenças Genéticas
8E02.Y;Outras Doenças Creutzfeldtjakob Especificadas
8E02.Z;Doença Creutzfeldtjakob, Não Especificada
8E03;Pronopatia Sensível De Protease Variável
8E0Y;Outras Doenças De Primento Humano Especificadas
8E0Z;Doenças De Primento Humano, Não Especificadas
1-8E2;Distúrbios Da Consciência
8E20;Estado Vegetativo Persistente
8E21;Estado Vegetativo Permanente
8E22;Estado Minimamente Consciente
8E22.0;Minimamente Consciente Estado Mais
8E22.1;Minúsculos Minúsculos
8E22.Y;Outro Estado Minimamente Consciente Especificado
8E22.Z;Estado Minimamente Consciente, Não Especificado
8E2Y;Outros Distúrbios Especificados Da Consciência
8E2Z;Distúrbios Da Consciência, Não Especificados
1-8E4;Outros Distúrbios Do Sistema Nervoso
8E40;Distúrbios Dos Meninges Excluindo A Infecção
8E40.0;Meningite Neoplásica
8E40.1;Meningite Química
8E40.2;Meningite Inflamatória
8E40.3;Aracnoidite
8E40.Y;Outros Distúrbios Especificados Dos Meninges Excluindo A Infecção
8E40.Z;Distúrbios Dos Meninges Excluindo A Infecção, Não Especificados
8E41;Pachimeningite.
8E41.0;Pachimeningite Devido A Infecção
8E41.1;Pachimeningite Hipertrófica Idiopática
8E41.Y;Outros Pachimeningite Especificados
8E41.Z;Pachimeningite, Não Especificado
8E42;Siderose Superficial Do Sistema Nervoso
8E43;Distúrbios Da Dor
8E43.0;Dor Neuropática
8E43.00;Síndrome Do Membro Fantasma
8E43.0Y;Outras Dores Neuropáticas Especificadas
8E43.0Z;Dor Neuropática, Não Especificada
8E43.Y;Outros Distúrbios Da Dor Especificados
8E43.Z;Transtornos Da Dor, Não Especificados
8E44;Postar Dano Cerebral Anóxico
8E45;Síndrome Lockedin
8E46;Reye Syndrome
8E47;Encefalopatia, Não Classificada Em Outro Lugar
8E48;Encefalite, Não Classificada Em Outro Lugar
8E49;Síndrome De Fadiga Postviral
8E4A;Distúrbios Paraneovlásticos Ou Autoimunes Do Sistema Nervoso
8E4A.0;Distúrbios Paraneovlásticos Ou Autoimunes Do Sistema Nervoso Central, Cérebro Ou Medula Espinhal
8E4A.1;Distúrbios Paraneovlásticos Ou Autoimunes Do Sistema Nervoso Periférico Ou Autonômico
8E4A.2;Transtornos De Transmissão Neuromusculares Paraneovlásticos Ou Autoimunes
8E4A.3;Distúrbios Paraneovlásticos Ou Autoimunes Do Músculo
8E4A.Y;Outros Distúrbios Paraneioplásicos Ou Autoimunes Especificados Do Sistema Nervoso
8E4Y;Outros Distúrbios Especificados Do Sistema Nervoso
1-8E6;Distúrbios Pósprocedimentos Do Sistema Nervoso
8E60;Pós Vazamento De Desvio Ventricular
8E61;Postar Lesão De Radiação Do Sistema Nervoso
8E61.0;Irradiação Cerebral
8E61.1;Irradiação Da Medula Espinhal
8E62;Meningite Pósprocessual
8E63;Encefalopatia Pósbomba
8E64;Infartos Cerebrais Multifocais
8E65;Encefalopatia Isquêmica Anóxica
8E66;Hipotensão Intracraniana Devido À Punção Lombar
8E7Y;Outras Doenças Especificadas Do Sistema Nervoso
8E7Z;Doenças Do Sistema Nervoso, Não Especificados
1-9A0;Distúrbios Do Adnexa Ocular Ou Órbita
2-9A0;Transtornos Da Pálpebra Ou Área Periocular
9A00;Malposição Congênita Das Pálpebras
9A00.0;Dystopia Cantthorum
9A00.1;Telecanthus
9A00.Y;Outras Mal Posições Congênitas Especificadas Das Pálpebras
9A00.Z;Malição Congênita Das Pálpebras, Não Especificadas
9A01;Distúrbios Infecciosos Da Pálpebra
9A01.0;Celulite Preseptal
9A01.1;Abscesso De Pálpebra
9A01.2;Hordeolum
9A01.20;Hordeolum Externum
9A01.21;Hordeolum Internum
9A01.2Z;Hordeolum, Não Especificado
9A01.3;Blefarite Infecciosa
9A01.4;Infestação Da Pálpebra
9A01.Y;Outros Distúrbios Infecciosos Especificados Da Pálpebra
9A02;Distúrbios Inflamatórios Da Pálpebra
9A02.0;Calázio
9A02.00;Chalazion Externum
9A02.01;Chalazion Internum
9A02.0Y;Outros Chalazion Especificados
9A02.0Z;Chalazion, Não Especificado
9A02.1;Blefarite Posterior
9A02.2;Conjuntivite Lignauta
9A02.4;Disfunção Da Glândula Meibomiana
9A02.Y;Outros Distúrbios Inflamatórios Especificados Da Pálpebra
9A03;Adquirido Malposição Da Pálpebra
9A03.0;Blefaroptosis
9A03.00;Síndrome De Marcusgunn
9A03.01;Ptose Mecânica Da Pálpebra
9A03.02;Ptose Miogênica De Pálpebras
9A03.03;Ptostisa Paralítica Da Pálpebra
9A03.0Y;Outras Blefaroptose Especificadas
9A03.0Z;Blefaroptose, Não Especificado
9A03.1;Entropião Da Pálpebra
9A03.10;Entropião Cicatricial De Pálpebras
9A03.11;Entropião Mecânica De Pálpebra
9A03.12;Entropião Senil Da Pálpebra
9A03.13;Entropia Espástica De Pálpebras
9A03.1Y;Outras Entropionas Especificadas De Pálpebras
9A03.1Z;Entropião Da Pálpebra, Não Especificada
9A03.2;Ectropião Da Pálpebra
9A03.20;Ectopion Cicatricial Da Pálpebra
9A03.21;Ectropião Mecânica Da Pálpebra
9A03.22;Ectropião Senil Da Pálpebra
9A03.23;Ectropião Espástica Da Pálpebra
9A03.24;Síndrome Da Pálpebra De Disquete
9A03.2Y;Outros Ectropion Especificados Da Pálpebra
9A03.2Z;Ectropião Da Pálpebra, Não Especificada
9A03.3;Retração Pálpebra
9A03.4;Lagoftalmos
9A03.40;Lagophtalmos Cicatriciais
9A03.41;Lagophtalmos Mecânicos
9A03.42;Lagoftalmos Paralíticos
9A03.4Y;Outros Lagophtalmos Especificados
9A03.4Z;Lagophtalmos, Não Especificado
9A03.5;Dermatocalatura Da Pálpebra
9A03.Y;Outras Pessoas Especificadas Adquiridas Da Pálpebra
9A03.Z;Adquirido Malposição Da Pálpebra, Não Especificada
9A04;Distúrbios Adquiridos De Cílios
9A04.0;Trichiasis Sem Entropião
9A04.1;Madarose Da Pálpebra Ou Área Periocular
9A04.Y;Outros Distúrbios Adquiridos Especificados De Cílios
9A05;Distúrbios Do Movimento Da Pálpebra
9A05.0;Miokímia Da Pálpebra
9A05.1;Eyelid Apraxia
9A05.Y;Outros Distúrbios De Movimento Especificados Da Pálpebra
9A05.Z;Distúrbios Do Movimento Da Pálpebra, Não Especificados
9A06;Certos Distúrbios Especificados Da Pálpebra
9A06.0;Envolvimento Da Pálpebra Por Dermatose Classificada Em Outros Lugares
9A06.1;Vitiligo Da Área De Pálpebra Ou Periocular
9A06.2;Symblepharon, Adquirido
9A06.3;Cicatriz Traumática Da Pálpebra
9A06.4;Xantélasma Da Pálpebra
9A06.5;Rasgar A Deformidade
9A06.6;Deformidade Sunken Sulcus
9A06.7;Dermatite Ou Eczema De Pálpebras
9A06.70;Eczema Atópico De Pálpebras
9A06.71;Dermatite Seborróica De Pálpebras
9A06.72;Contato Alérgico Blefaroconjuntivite
9A06.7Y;Outras Dermatite Especificadas Ou Eczema Das Pálpebras
9A06.7Z;Dermatite Ou Eczema De Pálpebras, Tipo Não Especificado
9A06.8;Blefarochalasis
9A06.Y;Outros Distúrbios Especificados Da Pálpebra
9A0Y;Outros Distúrbios Especificados Da Área Pálpebra Ou Periocular
9A0Z;Transtornos Da Área Pálpebra Ou Periocular, Não Especificados
2-9A1;Distúrbios Do Aparelho Lacrimal
9A10;Distúrbios Da Glândula Lacrimal
9A10.0;Infecções Da Glândula Lacrimal
9A10.1;Síndrome Inflamatória Orbital
9A10.2;Lesão Linfeopitelial Benigna De Glândula Lacrimal
9A10.3;Hiperlacriminação
9A10.4;Subiorprodução De Lágrimas
9A10.Y;Outros Distúrbios Especificados Da Glândula Lacrimal
9A10.Z;Distúrbios Da Glândula Lacrimal, Não Especificadas
9A11;Distúrbios Do Sistema De Drenagem Lacrimal
9A11.0;Eversão Do Pontão Lacrimal
9A11.1;Canaliculite
9A11.2;Dacryocistite
9A11.3;Conjuntivochalasis
9A11.4;Estenose Pontual
9A11.5;Estenose Canalicular Nasolacrimal
9A11.6;Dacryolith
9A11.7;Estenose Nasolacrimal Saco
9A11.8;Obstrução Do Ducto Nasolacrimal
9A11.Y;Outros Distúrbios Especificados Do Sistema De Drenagem Lacrimal
9A11.Z;Distúrbios Do Sistema De Drenagem Lacrimal, Não Especificado
9A1Y;Outros Distúrbios Especificados De Aparelhos Lacrimais
9A1Z;Transtornos De Aparelhos Lacrimais, Não Especificados
2-9A2;Transtornos De Órbita
9A20;Deslocamento Do Globo Ocular
9A20.0;Deslocamento Axial Do Globo Ocular
9A20.00;Deslocamento Externo Do Globo Ocular
9A20.01;Deslocamento Interno Do Globo Ocular
9A20.0Y;Outros Deslocamentos Axiais Especificados Do Globo Ocular
9A20.0Z;Deslocamento Axial Do Globo Ocular, Não Especificado
9A20.1;Deslocamento Não Axial Do Globo Ocular
9A20.Y;Outros Deslocamentos Especificados Do Globo Ocular
9A20.Z;Deslocamento Do Globo Ocular, Não Especificado
9A21;Infecção Orbital
9A21.0;Celulite Orbital
9A21.1;Abscesso Subperiosteal Orbital
9A21.2;Abscesso Orbital
9A21.3;Periostite De Órbita
9A21.Y;Outras Infecções Orbitais Especificadas
9A21.Z;Infecção Orbital, Não Especificada
9A22;Inflamação Orbital
9A22.0;Orbitopatia Disthireroid
9A22.1;Inflamação Orbital Difusa
9A22.2;Inflamação Orbital Granulomatosa
9A22.Y;Outras Inflamações Orbitais Especificadas
9A22.Z;Inflamação Orbital, Não Especificada
9A23;Cisto Orbital
9A23.0;Cisto Orbital Congênito
9A23.1;Cisto Orbital Adquirido
9A23.Z;Cisto Orbital, Não Especificado
9A24;Deformidade Órtil De Órbita
9A24.0;Contração De Órbita
9A24.1;Expansão Da Órbita
9A24.2;Distorção De Órbita
9A24.3;Alargamento Da Órbita Óssea
9A24.4;Exostosis De Órbita
9A24.Y;Outras Deformidade Ósseas Especificadas De Órbita
9A24.Z;Deformidade Óssea De Órbita, Não Especificada
9A25;Deformidade Do Tecido Macio Da Órbita
9A25.0;Soquete Anroftálmica
9A25.1;Soquete Microftálmico
9A25.2;Soquete Contratado
9A25.3;Edema De Órbita
9A25.4;Haemorragia De Órbita
9A25.5;Atrofia De Tecido Mole De Órbita
9A25.Y;Outras Deformidade Teciduais Moles Especificadas De Órbita
9A25.Z;Deformidade Do Tecido Mole De Órbita, Não Especificada
9A26;Deformidade Combinada De Tecido Mole E Mole De Órbita
9A2Y;Outros Distúrbios Especificados De Órbita
9A2Z;Transtornos De Órbita, Não Especificados
9A4Y;Outros Distúrbios Especificados Do Adnexa Ocular Ou Órbita
9A4Z;Distúrbios Do Adnexa Ocular Ou Órbita, Não Especificados
1-9A6;Transtornos Do Globo Ocular  Segmento Anterior
2-9A6;Distúrbios Da Conjuntiva
9A60;Conjuntivite
9A60.0;Conjuntivite Papilar
9A60.00;Conjuntivite Papilar Gigante
9A60.01;Conjuntivite Aguda Atópica
9A60.02;Conjuntivite Alérgica
9A60.0Y;Outras Conjuntivite Papilar Especificadas
9A60.0Z;Conjuntivite Papilar, Não Especificada
9A60.1;Conjuntivite Folicular
9A60.2;Conjuntivite Cicatrizante
9A60.3;Conjuntivite Mucopurulenta
9A60.30;Ulceração Da Conjuntiva
9A60.31;Abscesso De Conjuntiva
9A60.32;Conjuntivite Devido A Kochweeks Bacillus
9A60.33;Conjuntivite Epidêmica Aguda
9A60.3Y;Outras Conjuntivite Mucopurulentas Especificadas
9A60.3Z;Conjuntivite Mucopurulenta, Não Especificada
9A60.4;Blefaroconjuntivite
9A60.5;Queratoconjuntivite Vernal
9A60.6;Conjuntivite Serosa, Exceto Viral
9A60.Y;Outras Conjuntivite Especificadas
9A60.Z;Conjuntivite, Não Especificada
9A61;Certos Distúrbios Especificados Da Conjuntiva
9A61.0;Pingueculae
9A61.1;Pterygium
9A61.2;Pseudopterygium Of Conjunctiva
9A61.3;Cicatrizes Conjuntivas
9A61.4;Distúrbios Vasculares Conjuntivais
9A61.40;Anormalidades Vasculares Da Conjuntiva
9A61.4Y;Outros Distúrbios Vasculares Conjuntivais Especificados
9A61.4Z;Transtornos Vasculares Conjuntivais, Não Especificados
9A61.5;Hemorragia Conjuntival Ou Subconjuntival
9A61.6;Degenerações Ou Depósitos Conjuntiviais Ou Subconjuntiviais
9A61.Z;Certos Distúrbios Especificados Da Conjuntiva, Não Especificados
9A62;Membrana Mucosa Pemphigoide Com Envolvimento Ocular
9A6Y;Outros Distúrbios Especificados Da Conjuntiva
9A6Z;Distúrbios Da Conjuntiva, Não Especificados
2-9A7;Distúrbios Da Córnea
9A70;Distrofias De Córnea Hereditária
9A70.0;Distrofia Corneana Endotelial
9A70.Y;Outras Distrofias De Córnea Hereditárias Especificadas
9A70.Z;Distrofias De Córnea Hereditárias, Não Especificadas
9A71;Queratite Infecciosa
9A72;Queratite Traumática
9A73;Queratite De Exposição
9A74;Queratite Neurotrófica
9A75;Queratite Autoimune
9A76;Úlcera Da Córnea
9A77;Cicatrizes Ou Opacidades Da Córnea
9A77.0;Infiltrados De Corneanos Associados A Lentes
9A77.1;Leukoma Aderente
9A77.Y;Outras Cicatrizes Ou Opacidades Córneis Especificadas
9A77.Z;Cicatrizes Ou Opacidades Córnea, Não Especificadas
9A78;Certos Distúrbios Especificados Da Córnea
9A78.0;Neovascularização Da Córnea
9A78.1;Pigmentações Ou Depósitos Da Córnea
9A78.2;Edema Corneal
9A78.20;Queratopatia Bullous
9A78.21;Edema Da Córnea Secundária
9A78.2Y;Outros Edema Córnea Especificados
9A78.2Z;Edema Corneal, Não Especificado
9A78.3;Mudanças Nas Membranas Da Córnea
9A78.4;Degeneração Da Córnea
9A78.5;Deformidades Da Córnea
9A78.50;Keratoconus
9A78.51;Staphyloma Da Córnea
9A78.5Y;Outras Deformidades Córnea Especificadas
9A78.5Z;Deformidades Da Córnea, Não Especificadas
9A78.6;Anestesia Da Córnea
9A78.7;Hipoestesia Da Córnea
9A78.8;Erosão Recorrente Da Córnea
9A78.9;Abscesso Da Córnea
9A78.A;Ceratite Esclerosante
9A78.Z;Certos Distúrbios Especificados Da Córnea, Não Especificados
9A79;Queratoconjuntivite Sicca
9A7Y;Outros Distúrbios Especificados Da Córnea
9A7Z;Distúrbios Da Córnea, Não Especificados
2-9A8;Distúrbios Da Câmara Anterior
9A80;Hyphaema
9A81;Parasitas Na Câmara Anterior Do Olho
9A82;Cisto Na Câmara Anterior Do Olho
9A83;Hipotonia De Câmara Anterior Plana Do Olho
9A8Y;Outros Distúrbios Especificados Da Câmara Anterior
9A8Z;Distúrbios Da Câmara Anterior, Não Especificada
2-9A9;Distúrbios Da Uvea Anterior
9A90;Degeneração Da Íris Ou Corpo Ciliar
9A90.0;Distúrbios Do Ângulo Da Câmara
9A90.1;Degeneração Da Íris
9A90.2;Iris Atrofia
9A90.Y;Outras Degeneração Especificadas De Íris Ou Corpo Ciliar
9A90.Z;Degeneração Da Íris Ou Corpo Ciliar, Não Especificado
9A91;Cisto De Íris, Corpo Ciliar Ou Câmara Anterior
9A92;Membranas Persistentes
9A93;Adesões Ou Interrupções Da Íris Ou Corpo Ciliar
9A94;Certos Distúrbios Especificados De Íris Ou Corpo Ciliar
9A94.0;Ruguose Da Íris
9A94.1;Síndrome Da Íris De Disquete
9A94.2;Síndrome Do Plateau Iris
9A94.Y;Outros Distúrbios Da Íris E Corpo Ciliar
9A96;Uveíte Anterior
9A96.0;Uveíte Anterior Não Associada A Condições Sistêmicas
9A96.1;Uveíte Anterior Associada A Condições Sistêmicas
9A96.2;Uveíte Anterior Associada À Infecção
9A96.3;Uveíte Anterior Primária
9A96.Y;Outras Uveíte Anterior Especificadas
9A96.Z;Uveíte Anterior, Não Especificada
9A9Y;Outros Distúrbios Especificados Da Uvea Anterior
9A9Z;Distúrbios Da Uvea Anterior, Não Especificada
2-9B0;Distúrbios Funcionais Do Aluno
9B00;Distúrbios Do Sistema De Pupilas Aferentes
9B00.0;Defeitos Pupilares Aferentes Relativos
9B00.1;Reação Pupilar Amaurótica
9B00.2;Reação Pupilar Paradoxal À Luz Ou Escuridão
9B00.3;Pupilas De Wernicke
9B00.Y;Outros Distúrbios Especificados Do Sistema De Pupilas Aferentes
9B00.Z;Distúrbios Do Sistema De Pupilas Aferentes, Não Especificados
9B01;Transtornos Do Sistema De Pupilas Eferente
9B01.0;Anisocoria Fisiológica
9B01.1;Alunos Parassimpatoparéticos
9B01.2;Inibição Farmacológica Da Via Parassimpática
9B01.3;Distúrbios Da Íris Esfincter
9B01.4;Pupilas Parassimpathicotônicas Farmacológicas
9B01.5;Alunos Simpatoparéticos Farmacológicos
9B01.6;Pupilas Simpatônicas
9B01.7;Mydriase Unilateral Episódica
9B01.Y;Outros Distúrbios Especificados Do Sistema De Pupilas Eferentes
9B01.Z;Distúrbios Do Sistema De Pupilas Eferentes, Não Especificados
9B02;Dissociações Levesperto
9B02.0;Pupila Argyll Robertson
9B02.1;Pregeniculado Luzperto De Dissociações
9B02.2;Iluminação Mesencéfálicaperto De Dissociações
9B02.Y;Outras Dissociações Clarasquase Especificadas
9B02.Z;Dissociações Levesperto, Não Especificadas
9B0Y;Outros Distúrbios Funcionais Especificados Do Aluno
9B0Z;Distúrbios Funcionais Do Aluno, Não Especificado
2-9B1;Distúrbios Da Lente
9B10;Catarata
9B10.0;Catarata Relacionada À Idade
9B10.00;Catarata Relacionada À Idade Coronária
9B10.01;Catarata Pontual Relacionada À Idade
9B10.02;Catarata Relacionada À Idade Madura
9B10.0Y;Outras Catarata Relacionadas À Idade Especificada
9B10.0Z;Catarata Relacionada À Idade, Não Especificada
9B10.1;Catarata Infantil Ou Juvenil
9B10.10;Formas Combinadas De Catarata Infantil E Juvenil
9B10.1Y;Outras Cataracas Infantis Ou Juvenis Especificadas
9B10.1Z;Catarata Infantil Ou Juvenil, Não Especificada
9B10.2;Certas Cataratas Especificadas
9B10.20;Catarata Traumática
9B10.21;Catarata Diabética
9B10.22;Aftercatarata
9B10.23;Lixeiras Glaucomatosas Subcapsulares
9B10.2Y;Outras Cataratas Especificadas
9B10.Z;Catarata, Não Especificada
9B11;Certos Distúrbios Especificados Da Lente
9B11.0;Aphakia
9B11.1;Deslocação Da Lente
9B11.Y;Outros Distúrbios Da Lente
9B1Z;Transtornos De Lente, Não Especificados
9B3Y;Outros Distúrbios Especificados Do Globo Ocular  Segmento Anterior
9B3Z;Distúrbios Do Globo Ocular  Segmento Anterior, Não Especificado
1-9B5;Distúrbios Do Segmento Posterior Do Globo Ocular
2-9B5;Distúrbios Da Esclera
9B50;Episclerite
9B51;Esclerite
9B52;Staphyloma Escleral
9B5Y;Outros Distúrbios Especificados Da Esclera
9B5Z;Transtornos De Esclera, Não Especificados
2-9B6;Distúrbios Do Choróide
9B60;Degeneração Choroidal
9B61;Distrofia Choroidal
9B62;Cicatrizes Corioriortinais
9B63;Hemorragia Choroidal Ou Ruptura
9B64;Destacamento Choroidal
9B65;Choroidite
9B65.0;Coroidite Posterior Não Infecciosa
9B65.1;Choroidite Posterior Infecciosa
9B65.2;Inflamação Coriorioretinal
9B65.Z;Choroidite, Não Especificado
9B66;Choroidite Intermediária
9B66.0;Choroidite Intermediária Não Infecciosa
9B66.1;Choroidite Intermediária Infecciosa
9B66.Z;Choroidite Intermediária, Não Especificada
9B6Y;Outros Distúrbios Especificados Do Choróide
9B6Z;Distúrbios Da Coróide, Não Especificados
2-9B7;Distúrbios Da Retina
9B70;Distrofias Retinianas Herdadas
9B71;Retinopatia
9B71.0;Retinopatia Diabética
9B71.00;Retinopatia Diabética Não Proliferativa
9B71.01;Retinopatia Diabética Proliferativa
9B71.02;Edema Macular Diabético
9B71.0Z;Retinopatia Diabética, Não Especificada
9B71.1;Retinopatia Hipertensiva
9B71.2;Retinopatia De Radiação
9B71.3;Retinopatia Da Prematuridade
9B71.4;Retinopatia Paraneoplásica
9B71.40;Melanoma Retinopatia Associada
9B71.4Y;Outras Retinopatia Paraneoplásicas Especificadas
9B71.4Z;Retinopatia Paraneoplásica, Não Especificada
9B71.5;Retinopatia Autoimune
9B71.Y;Outras Retinopatia Especificadas
9B71.Z;Retinopatia, Não Especificada
9B72;Doenças Inflamatórias Da Retina
9B72.0;Retinite Viral
9B72.00;Retinite Cytomegaloviral
9B72.01;Retinite Do Hiv
9B72.0Y;Outras Retinite Viral Especificadas
9B72.0Z;Retinite Viral, Não Especificada
9B72.Y;Outras Doenças Inflamatórias Especificadas Da Retina
9B72.Z;Doenças Inflamatórias Da Retina, Não Especificadas
9B73;Destacamentos De Retina Ou Intervalos
9B73.0;Destacamento Da Retina Com Ruptura Da Retina
9B73.1;Retinoschisis
9B73.10;Adulto Retinoschisis
9B73.11;Retinoschises Juvenis
9B73.1Y;Outros Retinoschisis Especificados
9B73.1Z;Retinoschisis, Não Especificado
9B73.2;Cistos Retiniários
9B73.3;Destacamento De Retina Seroso
9B73.4;Quebras De Retina Sem Descolamento
